SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
27.303,Contract clauses.,"(2) To the extent the information is not required elsewhere in the contract, and unless otherwise specified by agency supplemental regulations, the contracting officer may modify 52.227-11(e) or otherwise supplement the clause to require the contractor to do one or more of the following: (i) Provide periodic (but not more frequently than annually) listings of all subject inventions required to be disclosed during the period covered by the report.",permissions_99,officer may modify
27.303,Contract clauses.,(3) Use the clause with its Alternate I if the Government must grant a foreign government a sublicense in subject inventions pursuant to a specified treaty or executive agreement.,obligations_02,Government must grant
27.303,Contract clauses.,"The contracting officer may modify Alternate I, if the agency head determines, at contract award, that it would be in the national interest to sublicense foreign governments or international organizations pursuant to any existing or future treaty or agreement.",permissions_99,officer may modify
27.303,Contract clauses.,(4) Use the clause with its Alternate II in contracts that may be affected by existing or future treaties or agreements.,dispensations_00,that may be affected
27.303,Contract clauses.,"(6) If the contract is for the operation of a Government-owned facility, the contracting officer may use the clause with its Alternate IV.",permissions_99,officer may use
27.303,Contract clauses.,"(7) If the contract is for the performance of services at a Government owned and operated laboratory or at a Government owned and contractor operated laboratory directed by the Government to fulfill the Government's obligations under a Cooperative Research and Development Agreement (CRADA) authorized by 15 U.S.C. 3710a, the contracting officer may use the clause with its Alternate V. Since this provision is considered an exercise of an agency's “exceptional circumstances” authority, the contracting officer must comply with 37 CFR 401.3(e) and 401.4.",obligations_02,officer must comply
27.303,Contract clauses.,"Except as provided in paragraph (e)(2) of this section, and after compliance with the applicable procedures in 27.304-1(b), the contracting officer may insert the clause at 52.227-13, Patent Rights—Ownership by the Government, or a clause prescribed by agency supplemental regulations, if— (i)",permissions_99,officer may insert
27.303,Contract clauses.,"(2) If an agency exercises the exceptions at paragraph (e)(1)(ii) or (iii) of this section in a contract with a small business concern or a nonprofit organization, the contracting officer shall use the clause at 52.227-11 with only those modifications necessary to address the exceptional circumstances and shall include in the modified clause greater rights determinations procedures equivalent to those at 52.227-13(b)(2).",obligations_02,officer shall use
27.303,Contract clauses.,"(3) When using the clause at 52.227-13, Patent Rights—Ownership by the Government, the contracting officer may supplement the clause to require the contractor to— (i) Furnish a copy of each subcontract containing a patent rights clause (but if a copy of a subcontract is furnished under another clause, a duplicate shall not be requested under the patent rights clause); (ii) Submit interim and final invention reports listing subject inventions and notifying the contracting officer of all subcontracts awarded for experimental, developmental, or research work; (iii) Provide the filing date, serial number, title, patent number, and issue date for any patent application filed on any subject invention in any country or, upon specific request, copies of any patent application so identified; and (iv) Submit periodic reports on the utilization of a subject invention.",permissions_99,officer may supplement
27.304-1,General.,"If an agency has reason to question the size or nonprofit status of the prospective contractor, the agency may require the prospective contractor to furnish evidence of its nonprofit status or may file a size protest in accordance with FAR 19.302.",permissions_99,agency may require
27.304-1,General.,"(1) Before using any of the exceptions under 27.303(e)(1) in a contract with a small business concern or a nonprofit organization and before using the exception of 27.303(e)(1)(ii) for any contractor, the agency shall follow the applicable procedures at 37 CFR 401.",obligations_02,agency shall follow
27.304-1,General.,The contracting officer may grant requests for greater rights if the contracting officer determines that the interests of the United States and the general public will be better served.,permissions_99,officer may grant
27.304-1,General.,"In making these determinations, the contracting officer shall consider at least the following objectives (see 37 CFR 401.3(b) and 401.15): (1) Promoting the utilization of inventions arising from federally supported research and development.",obligations_02,officer shall consider
27.304-1,General.,"If the contractor elects not to retain title to a subject invention, the agency may consider and, after consultation with the contractor, grant requests for retention of rights by the inventor.",permissions_99,agency may consider
27.304-1,General.,"When a Government employee is a co-inventor of an invention made under a contract with a small business concern or nonprofit organization, the agency employing the co-inventor may license or assign whatever rights it may acquire in the subject invention from its employee to the contractor, subject at least to the conditions of 35 U.S.C. 202-204.",permissions_99,it may acquire
27.304-1,General.,"Before revoking or modifying the contractor's license in accordance with 27.302(i)(2), the contracting officer shall furnish the contractor a written notice of intention to revoke or modify the license.",obligations_02,officer shall furnish
27.304-1,General.,The agency shall allow the contractor at least 30 days (or another time as may be authorized for good cause by the contracting officer) after the notice to show cause why the license should not be revoked or modified.,obligations_02,agency shall allow
27.304-1,General.,"When exercising march-in rights, agencies shall follow the procedures set forth in 37 CFR 401.6.",obligations_02,agencies shall follow
27.304-2,Contracts placed by or for other Government agencies.,"The following procedures apply unless an interagency agreement provides otherwise: (a) When a Government agency requests another Government agency to award a contract on its behalf, the request should explain any special circumstances surrounding the contract and specify the patent rights clause to be used.",obligations_02,request should explain
27.304-2,Contracts placed by or for other Government agencies.,"If, however, the request states that a clause of the requesting agency is required ( e.g. , because of statutory requirements, a deviation, or exceptional circumstances), the awarding agency shall use that clause rather than those of this subpart.",obligations_02,agency shall use
27.304-2,Contracts placed by or for other Government agencies.,"(2) If the request states that an agency clause is required, and the work to be performed under the contract is severable, then the contracting officer shall assure that the requesting agency clause applies only to that severable portion of the work and that the work for the awarding agency is subject to the appropriate patent rights clause.",obligations_02,officer shall assure
27.304-2,Contracts placed by or for other Government agencies.,"(3) If the request states that a requesting agency clause is not required in any resulting contract, the awarding agency shall use the appropriate patent rights clause, if any.",obligations_02,agency shall use
27.304-2,Contracts placed by or for other Government agencies.,"However, the awarding agency may not alter the requesting agency's clause without prior approval of the requesting agency.",dispensations_02,agency may not alter
27.304-2,Contracts placed by or for other Government agencies.,"(c) The requesting agency may require, and provide instructions regarding, the forwarding or handling of any invention disclosures or other reporting requirements of the specified clauses.",permissions_99,agency may require
27.304-3,Subcontracts.,(c) It is Government policy that contractors shall not use their ability to award subcontracts as economic leverage to acquire rights for themselves in inventions resulting from subcontracts.,prohibitions_04,contractors shall not use
27.304-4,Appeals.,"(a) The designated agency official shall provide the contractor with a written statement of the basis, including any relevant facts, for taking any of the following actions: (1) A refusal to grant an extension to the invention disclosure period under paragraph (c)(4) of the clause at 52.227-11; (2) A demand for a conveyance of title to the Government under 27.302(d)(1)(i) and (ii); (3) A refusal to grant a waiver under 27.302(g), Preference for United States industry; or (4)",obligations_02,official shall provide
27.304-4,Appeals.,(b) Each agency may establish and publish procedures under which any of these actions may be appealed.,permissions_99,agency may establish
27.304-4,Appeals.,These appeal procedures should include administrative due process procedures and standards for fact-finding.,obligations_02,procedures should include
27.304-4,Appeals.,The resolution of any appeal shall consider both the factual and legal basis for the action and its consistency with the policy and objectives of 35 U.S.C. 200-206 and 210.,obligations_02,appeal shall consider
27.305-1,Goals.,"(b) If a subject invention is made under a contract funded by more than one agency, at the request of the contractor or on their own initiative, the agencies shall designate one agency as responsible for administration of the rights of the Government in the invention.",obligations_02,agencies shall designate
27.305-2,Administration by the Government.,"(a) Agencies should establish and maintain appropriate follow-up procedures to protect the Government's interest and to check that subject inventions are identified and disclosed, and when appropriate, patent applications are filed, and that the Government's rights therein are established and protected.",obligations_02,Agencies should establish
27.305-2,Administration by the Government.,"For other than confirmatory instruments, if the contractor fails to furnish documents or information as called for by the clause within the time required, the contracting officer shall promptly request the contractor to supply the required documents or information.",obligations_02,officer shall promptly request
27.305-2,Administration by the Government.,"If the failure persists, the contracting officer shall take appropriate action to secure compliance.",obligations_02,officer shall take
27.305-2,Administration by the Government.,"(ii) If the contractor does not furnish confirmatory instruments within 6 months after filing each patent application, or within 6 months after submitting the invention disclosure if the application has been previously filed, the contracting officer shall request the contractor to supply the required documents.",obligations_02,officer shall request
27.305-2,Administration by the Government.,"(2) The contracting officer shall promptly furnish all invention disclosures, reports, confirmatory instruments, notices, requests, and other documents and information relating to patent rights clauses to legal counsel.",obligations_02,officer shall promptly furnish
27.305-2,Administration by the Government.,"(c) Contracting activities should establish appropriate procedures to detect and correct failures by the contractor to comply with its obligations under the patent rights clauses, such as failures to disclose and report subject inventions, both during and after contract performance.",obligations_02,activities should establish
27.305-2,Administration by the Government.,"These contracts include contracts of a research, developmental, or experimental nature; contracts of a large dollar amount; and any other contracts when there is reason to believe the contractor may not be complying with its contractual obligations.",dispensations_00,contractor may not be complying
27.305-2,Administration by the Government.,"Other contracts may be reviewed using a spot-check method, as feasible.",dispensations_00,contracts may be reviewed
27.305-2,Administration by the Government.,Appropriate follow-up procedures and activities may include the investigation or review of selected contracts or contractors by those qualified in patent and technical matters to detect failures to comply with contract obligations.,permissions_99,activities may include
27.305-2,Administration by the Government.,"(d) Follow-up activities should include, where appropriate, use of Government patent personnel— (1) To interview agency technical personnel to identify novel developments made in contracts; (2) To review technical reports submitted by contractors with cognizant agency technical personnel; (3) To check the Official Gazette of the United States Patent and Trademark Office and other sources for patents issued to the contractor in fields related to its Government contracts; and (4) To have cognizant Government personnel interview contractor personnel regarding work under the contract involved, observe the work on site, and inspect laboratory notebooks and other records of the contractor related to work under the contract.",obligations_02,activities should include
27.305-2,Administration by the Government.,"(e) If a contractor or subcontractor does not have a clear understanding of its obligations under the clause, or its procedures for complying with the clause are deficient, the contracting officer should explain to the contractor its obligations.",obligations_02,officer should explain
27.306,Licensing background patent rights to third parties.,(a) A contract with a small business concern or nonprofit organization shall not contain a provision allowing the Government to require the licensing to third parties of inventions owned by the contractor that are not subject inventions unless the agency head has approved and signed a written justification in accordance with paragraph (b) of this section.,prohibitions_04,organization shall not contain
27.306,Licensing background patent rights to third parties.,The agency head may not delegate this authority and may exercise the authority only if it is determined that the— (1) Use of the invention by others is necessary for the practice of a subject invention or for the use of a work object of the contract; and (2) Action is necessary to achieve the practical application of the subject invention or work object.,dispensations_02,head may not delegate
27.306,Licensing background patent rights to third parties.,"(b) Any determination will be on the record after an opportunity for a hearing, and the agency shall notify the contractor of the determination by certified or registered mail.",obligations_02,agency shall notify
27.306,Licensing background patent rights to third parties.,The notification shall include a statement that the contractor must bring any action for judicial review of the determination within 60 days after the notification.,obligations_02,contractor must bring
27.401,Definitions.,"As used in this subpart— Data means recorded information, regardless of form or the media on which it may be recorded.",dispensations_00,it may be recorded
27.402,Policy.,(b) Contractors may have proprietary interests in data.,permissions_99,Contractors may have
27.402,Policy.,"In order to prevent the compromise of these interests, agencies shall protect proprietary data from unauthorized use and disclosure.",obligations_02,agencies shall protect
27.402,Policy.,"In light of these considerations, agencies shall balance the Government's needs and the contractor's legitimate proprietary interests.",obligations_02,agencies shall balance
27.403,Data rights—General.,"Accordingly, the contract shall specify the data to be delivered.",obligations_02,contract shall specify
27.404-2,Limited rights data and restricted computer software.,"For contracts that do not require the development, use, or delivery of items, components, or processes that are intended to be acquired by or for the Government, an agency may adopt the alternate definition of limited rights data set forth in Alternate I to the clause at 52.227-14.",permissions_99,agency may adopt
27.404-2,Limited rights data and restricted computer software.,"To obtain delivery, the contract may identify and specify data to be delivered, or the contracting officer may require, by written request during contract performance, the delivery of data that has been withheld or identified to be withheld under paragraph (g)(1) of the clause.",permissions_99,officer may require
27.404-2,Limited rights data and restricted computer software.,"In addition, the contract may specifically identify data that are not to be delivered under Alternate II or which, if delivered, will be delivered with limited rights.",dispensations_00,contract may specifically identify
27.404-2,Limited rights data and restricted computer software.,The following are examples of specific purposes that may be adopted by an agency in its supplement and added to the Limited Rights Notice of paragraph (g)(3) of Alternate II of the clause: (i) Use (except for manufacture) by support service contractors.,dispensations_00,that may be adopted
27.404-2,Limited rights data and restricted computer software.,"Where negotiations are based on an unsolicited proposal, the need for Alternate II of the clause at 52.227-14 should be addressed during negotiations or discussions, and if Alternate II was not included initially it may be added by modification, if needed, during contract performance.",dispensations_00,it may be added
27.404-2,Limited rights data and restricted computer software.,"In considering whether to use Alternate III, contracting officers should note that, unlike other data, computer software is also an end item in itself.",obligations_02,officers should note
27.404-2,Limited rights data and restricted computer software.,"Thus, the contracting officer shall use Alternate III if delivery of restricted computer software is required to meet agency needs.",obligations_02,officer shall use
27.404-2,Limited rights data and restricted computer software.,"Such restricted computer software will not be used or reproduced by the Government, or disclosed outside the Government, except that the computer software may be— (i) Used or copied for use with the computers for which it was acquired, including use at any Government installation to which the computers may be transferred; (ii) Used or copied for use with a backup computer if any computer for which it was acquired is inoperative; (iii) Reproduced for safekeeping (archives) or backup purposes; (iv) Modified, adapted, or combined with other computer software, provided that the modified, adapted, or combined portions of the derivative software incorporating any of the delivered, restricted computer software shall be subject to the same restricted rights; (v) Disclosed to and reproduced for use by support service contractors or their subcontractors, in accordance with paragraphs (3)(i) through (iv) of this section; and (vi) Used or copied for use with a replacement computer.",dispensations_00,computers may be transferred
27.404-2,Limited rights data and restricted computer software.,"However, the contracting officer may specify different rights in the contract, consistent with the purposes and needs for which the software is to be acquired.",permissions_99,officer may specify
27.404-2,Limited rights data and restricted computer software.,"For example, the contracting officer should consider any networking needs or any requirements for use of the computer software from remote terminals.",obligations_02,officer should consider
27.404-2,Limited rights data and restricted computer software.,"However, if Alternate III is not used initially, it may be added by modification, if needed, during contract performance.",dispensations_00,it may be added
27.404-3,Copyrighted works.,"(1) Generally, the contractor must obtain permission of the contracting officer prior to asserting rights in any copyrighted work containing data first produced in the performance of a contract.",obligations_02,contractor must obtain
27.404-3,Copyrighted works.,(2) The contractor must make a written request for permission to assert its copyright in works containing data first produced under the contract.,obligations_02,contractor must make
27.404-3,Copyrighted works.,"In its request, the contractor should identify the data involved or furnish copies of the data for which permission is requested, as well as a statement as to the intended publication or dissemination media or other purpose for which the permission is requested.",obligations_02,contractor should identify
27.404-3,Copyrighted works.,"Generally, a contracting officer should grant the contractor's request when copyright protection will enhance the appropriate dissemination or use of the data unless the— (i) Data consist of a report that represents the official views of the agency or that the agency is required by statute to prepare; (ii) Data are intended primarily for internal use by the Government; (iii) Data are of the type that the agency itself distributes to the public under an agency program; (iv) Government determines that limitation on distribution of the data is in the national interest; or (v) Government determines that the data should be disseminated without restriction.",obligations_02,officer should grant
27.404-3,Copyrighted works.,"In addition, Alternate IV may be used in other contracts if an agency determines that it is not necessary for a contractor to request further permission to assert copyright in data first produced in performance of the contract.",dispensations_00,IV may be used
27.404-3,Copyrighted works.,"The contracting officer may exclude any data, or items or categories of data, from the provisions of Alternate IV by expressly so providing in the contract or by adding a paragraph (d)(4) to the clause, consistent with 27.404-4(b).",permissions_99,officer may exclude
27.404-3,Copyrighted works.,"Agencies may also obtain a license of different scope if the contracting officer determines, after consulting with legal counsel, such a license will substantially enhance the dissemination of any data first produced under the contract or if such a license is required to comply with international agreements.",dispensations_00,Agencies may also obtain
27.404-3,Copyrighted works.,"If an agency obtains a different license, the contractor shall clearly state the scope of that license in a conspicuous place on the medium on which the data is recorded.",obligations_02,contractor shall clearly state
27.404-3,Copyrighted works.,(1) Contractors shall not deliver any data that is not first produced under the contract without either— (i) Acquiring for or granting to the Government a copyright license for the data; or (ii) Obtaining permission from the contracting officer to do otherwise.,prohibitions_04,Contractors shall not deliver
27.404-3,Copyrighted works.,"However, agencies may obtain a license of different scope if the agency determines, after consultation with its legal counsel, that such different license will not be inconsistent with the purpose of acquiring the data.",permissions_99,agencies may obtain
27.404-3,Copyrighted works.,"If the contractor delivers computer software not first produced under the contract, the contractor shall grant the Government the license set forth in paragraph (g)(4) of Alternate III if included in the clause at 52.227-14, or a license agreed to in a collateral agreement made part of the contract.",obligations_02,contractor shall grant
27.404-4,"Contractor's release, publication, and use of data.","In contracts for basic or applied research with universities or colleges, agencies shall not place any restrictions on the conduct of or reporting on the results of unclassified basic or applied research, except as provided in applicable U.S. statutes.",prohibitions_04,agencies shall not place
27.404-4,"Contractor's release, publication, and use of data.","However, agencies may restrict the release or disclosure of computer software that is or is intended to be developed to the point of practical application (including for agency distribution under established programs).",permissions_99,agencies may restrict
27.404-4,"Contractor's release, publication, and use of data.","Agencies may also preclude a contractor from asserting copyright in any computer software for purposes of established agency distribution programs, or where required to accomplish the purpose for which the software is acquired.",dispensations_00,Agencies may also preclude
27.404-5,"Unauthorized, omitted, or incorrect markings.",(2) Agencies shall not cancel or ignore markings without making written inquiry of the contractor and affording the contractor at least 60 days to provide a written justification substantiating the propriety of the markings.,prohibitions_04,Agencies shall not cancel
27.404-5,"Unauthorized, omitted, or incorrect markings.","If the contractor fails to respond or fails to provide a written justification substantiating the propriety of the markings within the time afforded, the Government may cancel or ignore the markings.",dispensations_00,Government may cancel
27.404-5,"Unauthorized, omitted, or incorrect markings.","(ii) If the contractor provides a written justification substantiating the propriety of the markings, the contracting officer shall consider the justification.",obligations_02,officer shall consider
27.404-5,"Unauthorized, omitted, or incorrect markings.",(3) The foregoing procedures may be modified in accordance with agency regulations implementing the Freedom of Information Act (5 U.S.C. 552) if necessary to respond to a request.,dispensations_00,procedures may be modified
27.404-5,"Unauthorized, omitted, or incorrect markings.","In addition, the contractor may bring a claim, in accordance with the Disputes clause of the contract, that may arise as the result of the Government's action to remove or ignore any markings on data, unless the action occurs as the result of a final disposition of the matter by a court of competent jurisdiction.",permissions_99,that may arise
27.404-5,"Unauthorized, omitted, or incorrect markings.",The contracting officer may permit adding appropriate notices if the contractor— (i) Identifies the data for which a notice is to be added; (ii) Demonstrates that the omission of the proposed notice was inadvertent; (iii) Establishes that use of the proposed notice is authorized; and (iv) Acknowledges that the Government has no liability with respect to any disclosure or use of any such data made prior to the addition of the notice or resulting from the omission of the notice.,permissions_99,officer may permit
27.404-6,Inspection of data at the contractor's facility.,"Contracting officers may obtain the right to inspect data at the contractor's facility by use of the clause at 52.227-14 with its Alternate V, which adds paragraph (j) to provide that right.",permissions_99,officers may obtain
27.404-6,Inspection of data at the contractor's facility.,Agencies may also adopt Alternate V for general use.,dispensations_00,Agencies may also adopt
27.404-6,Inspection of data at the contractor's facility.,"Inspection may be made by the contracting officer or designee (including nongovernmental personnel under the same conditions as the contracting officer) for the purpose of verifying a contractor's assertion regarding the limited rights or restricted rights status of the data, or for evaluating work performance under the contract.",dispensations_00,Inspection may be made
27.404-6,Inspection of data at the contractor's facility.,This right may be exercised up to 3 years after acceptance of all items to be delivered under the contract.,dispensations_00,right may be exercised
27.404-6,Inspection of data at the contractor's facility.,The contract may specify data items that are not subject to inspection under paragraph (j) of the Alternate.,permissions_99,contract may specify
27.404-6,Inspection of data at the contractor's facility.,"If the contractor demonstrates to the contracting officer that there would be a possible conflict of interest if inspection were made by a particular representative, the contracting officer shall designate an alternate representative.",obligations_02,officer shall designate
27.405-1,Special works.,"(a) The clause at 52.227-17, Rights in Data—Special Works, is for use in contracts (or may be made applicable to portions thereof) that are primarily for the production or compilation of data (other than limited rights data or restricted computer software) for the Government's own use, or when there is a specific need to limit distribution and use of the data or to obtain indemnity for liabilities that may arise out of the content, performance, or disclosure of the data.",permissions_99,that may arise
27.405-1,Special works.,"Examples are contracts for— (1) The production of audiovisual works, including motion pictures or television recordings with or without accompanying sound, or for the preparation of motion picture scripts, musical compositions, sound tracks, translation, adaptation, and the like; (2) Histories of the respective agencies, departments, services, or units thereof; (3) Surveys of Government establishments; (4) Works pertaining to the instruction or guidance of Government officers and employees in the discharge of their official duties; (5) The compilation of reports, books, studies, surveys, or similar documents that do not involve research, development, or experimental work; (6) The collection of data containing personally identifiable information such that the disclosure thereof would violate the right of privacy or publicity of the individual to whom the information relates; (7) Investigatory reports; (8) The development, accumulation, or compilation of data (other than that resulting from research, development, or experimental work performed by the contractor), the early release of which could prejudice follow-on acquisition activities or agency regulatory or enforcement activities; or (9) The development of computer software programs, where the program— (i) May give a commercial advantage; or (ii) Is agency mission sensitive, and release could prejudice agency mission, programs, or follow-on acquisitions.",permissions_99,release could prejudice
27.405-1,Special works.,"(b) The contract may specify the purposes and conditions (including time limitations) under which the data may be used, released, or reproduced other than for contract performance.",dispensations_00,data may be used
27.405-2,Existing works.,The contract may set forth limitations consistent with the purposes for which the works covered by the contract are being acquired.,permissions_99,contract may set
27.405-3,Commercial computer software.,"(a) When contracting other than from GSA's Multiple Award Schedule contracts for the acquisition of commercial computer software, no specific contract clause prescribed in this subpart need be used, but the contract shall specifically address the Government's rights to use, disclose, modify, distribute, and reproduce the software.",obligations_02,contract shall specifically address
27.405-3,Commercial computer software.,"Additional or lesser rights may be negotiated using the guidance concerning restricted rights as set forth in 27.404-2(d), or the clause at 52.227-19.",dispensations_00,rights may be negotiated
27.405-3,Commercial computer software.,"In addition, the contract shall adequately describe the computer programs and/or databases, the media on which it is recorded, and all the necessary documentation.",obligations_02,contract shall adequately describe
27.405-3,Commercial computer software.,"(b) If the contract incorporates, makes reference to, or uses a vendor's standard commercial lease, license, or purchase agreement, the contracting officer shall ensure that the agreement is consistent with paragraph (a) of this subsection.",obligations_02,officer shall ensure
27.405-3,Commercial computer software.,"The contracting officer should exercise caution in accepting a vendor's terms and conditions, since they may be directed to commercial sales and may not be appropriate for Government contracts.",dispensations_00,they may be directed
27.405-3,Commercial computer software.,Any inconsistencies in a vendor's standard commercial agreement shall be addressed in the contract and the contract terms shall take precedence over the vendor's standard commercial agreement.,obligations_02,terms shall take
27.405-3,Commercial computer software.,"(c) If a prime contractor under a contract containing the clause at 52.227-14, Rights in Data—General, with paragraph (g)(4) (Alternate III) in the clause, acquires restricted computer software from a subcontractor (at any tier) as a separate acquisition for delivery to or for use on behalf of the Government, the contracting officer may approve any additions to, or limitations on the restricted rights in the Restricted Rights Notice of paragraph (g)(4) in a collateral agreement incorporated in and made part of the contract.",permissions_99,officer may approve
27.406-1,General.,"(b) The contracting officer shall specify in the contract all known data requirements, including the time and place for delivery and any limitations and restrictions to be imposed on the contractor in the handling of the data.",obligations_02,officer shall specify
27.406-1,General.,"Further, and to the extent feasible, in major system acquisitions, the contracting officer shall set out data requirements as separate line items.",obligations_02,officer shall set
27.406-1,General.,"Rather, form, fit, and function data may be furnished with unlimited rights instead of the qualifying data, or the qualifying data may be furnished with limited rights or restricted rights if needed (see 27.404-2(c) and (d)).",dispensations_00,data may be furnished
27.406-2,Additional data requirements.,"If the contract is for basic or applied research to be performed by a university or college, and the contracting officer believes the contract effort will in the future exceed $500,000, even though the initial award does not, the contracting officer may include the clause in the initial award.",permissions_99,officer may include
27.406-2,Additional data requirements.,(b) Data may be ordered under the clause at 52.227-16 at any time during contract performance or within a period of 3 years after acceptance of all items to be delivered under the contract.,dispensations_00,Data may be ordered
27.406-2,Additional data requirements.,"In order to minimize storage costs for the retention of data, the contracting officer may relieve the contractor of the retention requirements for specified data items at any time during the retention period required by the clause.",permissions_99,officer may relieve
27.406-2,Additional data requirements.,The contracting officer may permit the contractor to identify and specify in the contract data not to be ordered for delivery under the clause if the data is not necessary to meet the Government's requirements for data.,permissions_99,officer may permit
27.406-2,Additional data requirements.,"Also, the contracting officer may alter the clause by deleting the term “or specifically used” in paragraph (a) of the clause if delivery of the data is not necessary to meet the Government's requirements for data.",permissions_99,officer may alter
27.406-2,Additional data requirements.,"(c) Absent an established program for dissemination of computer software, agencies should not order additional computer software under the clause at 52.227-16, for the sole purpose of disseminating or marketing the software to the public.",prohibitions_04,agencies should not order
27.406-2,Additional data requirements.,"In ordering software for internal purposes, the contracting officer shall consider, consistent with the Government's needs, not ordering particular source codes, algorithms, processes, formulas, or flow charts of the software if the contractor shows that this aids its efforts to disseminate or market the software.",obligations_02,officer shall consider
27.406-3,Major system acquisition.,"Upon delivery of the technical data, the contracting officer shall review the technical data and the contractor's declaration relating to it to assure that the data are complete, accurate, and comply with contract requirements.",obligations_02,officer shall review
27.406-3,Major system acquisition.,"If the data are not complete, accurate, or compliant, the contracting officer should request the contractor to correct the deficiencies, and may withhold payment.",obligations_02,officer should request
27.406-3,Major system acquisition.,"In a contract for, or in support of, a major system awarded by a civilian agency other than NASA or the U.S. Coast Guard, the following applies: (1) The contracting officer shall require the delivery of any technical data relating to the major system or supplies for the major system, that are to be developed exclusively with Federal funds if the delivery of the technical data is needed to ensure the competitive acquisition of supplies or services that will be required in substantial quantities in the future.",obligations_02,officer shall require
27.408,Cosponsored research and development activities.,"In contracts involving cosponsored research and development that require the contractor to make substantial contributions of funds or resources ( e.g. , by cost-sharing or by repayment of nonrecurring costs), and the contractor's and the Government's respective contributions to any item, component, process, or computer software, developed or produced under the contract are not readily segregable, the contracting officer may limit the acquisition of, or acquire less than unlimited rights to, any data developed and delivered under the contract.",permissions_99,officer may limit
27.408,Cosponsored research and development activities.,Agencies may regulate the use of this authority in their supplements.,permissions_99,Agencies may regulate
27.408,Cosponsored research and development activities.,"Also, consideration may be given to requiring the contractor to directly license others if needed to carry out the objectives of the contract.",dispensations_00,consideration may be given
27.408,Cosponsored research and development activities.,"Since the purpose of the cosponsored research and development, the legitimate proprietary interests of the contractor, the needs of the Government, and the respective contributions of both parties may vary, no specific clauses are prescribed, but a clause providing less than unlimited rights in the Government for data developed and delivered under the contract (such as license rights) may be tailored to the circumstances consistent with the foregoing and the policy set forth in 27.402.",permissions_99,parties may vary
27.408,Cosponsored research and development activities.,A clause may be used for all or for only specifically identified tasks or work elements under the contract.,dispensations_00,clause may be used
27.408,Cosponsored research and development activities.,"(b) Where the contractor's contributions are readily segregable (by performance requirements and the funding for the contract) and so identified in the contract, any resulting data may be treated under this clause as limited rights data or restricted computer software in accordance with 27.404-2(c) or (d), as applicable; or if this treatment is inconsistent with the purpose of the contract, rights to the data may, if so negotiated and stated in the contract, be treated in a manner consistent with paragraph (a) of this section.",dispensations_00,data may be treated
27.409,Solicitation provisions and contract clauses,"(a) Generally, a contract should contain only one data rights clause.",obligations_02,contract should contain
27.409,Solicitation provisions and contract clauses,"However, where more than one is needed, the contract should distinguish the portion of contract performance to which each pertains.",obligations_02,contract should distinguish
27.409,Solicitation provisions and contract clauses,"The contracting officer shall complete paragraph (g)(3) to include the purposes, if any, for which limited rights data are to be disclosed outside the Government.",obligations_02,officer shall complete
27.409,Solicitation provisions and contract clauses,"The clause may be used with its Alternate IV in other contracts if in accordance with 27.404-3(a), an agency determines to grant permission for the contractor to assert claim to copyright subsisting in all data first produced without further request being made by the contractor.",dispensations_00,clause may be used
27.409,Solicitation provisions and contract clauses,"When Alternate IV is used, the contract may exclude items or categories of data from the permission granted, either by express provisions in the contract or by the addition of a paragraph (d)(4) to the clause (see 27.404-4).",permissions_99,contract may exclude
27.409,Solicitation provisions and contract clauses,The contractor's response may provide an aid in determining whether the clause should be used with Alternate II and/or Alternate III.,permissions_99,response may provide
27.409,Solicitation provisions and contract clauses,This clause may also be used in other contracts when considered appropriate.,dispensations_00,clause may also be used
27.409,Solicitation provisions and contract clauses,"For example, if the contract is for basic or applied research to be performed by a university or college, and the contracting officer believes the contract effort will in the future exceed $500,000, even though the initial award does not, the contracting officer may include the clause in the initial award.",permissions_99,officer may include
27.409,Solicitation provisions and contract clauses,"(e) In accordance with 27.405-1, insert the clause at 52.227-17, Rights in Data—Special Works, in solicitations and contracts primarily for the production or compilation of data (other than limited rights data or restricted computer software) for the Government's internal use, or when there is a specific need to limit distribution and use of the data or to obtain indemnity for liabilities that may arise out of the content, performance, or disclosure of the data.",permissions_99,that may arise
27.409,Solicitation provisions and contract clauses,"(1) Insert the clause if existing works are to be modified, as by editing, translation, addition of subject matter, etc. (2) The contract may specify the purposes and conditions (including time limitations) under which the data may be used, released, or reproduced by the contractor for other than contract performance.",dispensations_00,data may be used
27.409,Solicitation provisions and contract clauses,(4) The clause may be modified in accordance with paragraphs (c) through (e) of 27.405-1.,dispensations_00,clause may be modified
27.409,Solicitation provisions and contract clauses,The contract may set forth limitations consistent with the purposes for which the work is being acquired.,permissions_99,contract may set
27.409,Solicitation provisions and contract clauses,"While no specific clause of this subpart is required to be included in contracts solely for the acquisition, without disclosure prohibitions, of books, publications, and similar items in the exact form in which the items exist prior to the request for purchase ( i.e. , the off-the-shelf purchase of such items), or in other contracts where only existing data available without disclosure prohibitions is to be furnished, if reproduction rights are to be acquired, the contract shall include terms addressing such rights.",obligations_02,contract shall include
27.409,Solicitation provisions and contract clauses,"In accordance with 27.405-3, when contracting (other than from GSA's Multiple Award Schedule contracts) for the acquisition of commercial computer software, the contracting officer may insert the clause at 52.227-19, Commercial Computer Software License, in the solicitation and contract.",permissions_99,officer may insert
