SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
19.306,Protesting a firm's status as a HUBZone small business concern.,"If AA/GCBD subsequently overturns the decision of the HUBZone Program Director, the contracting officer may apply the AA/GCBD decision to the procurement in question.",permissions_noun_pron_deontic_verb,officer may apply
19.306,Protesting a firm's status as a HUBZone small business concern.,"The protested HUBZone small business concern, the protester, or the contracting officer may file appeals of protest determinations with SBA's AA/GC&BD.",permissions_noun_pron_deontic_verb,officer may file
19.307,Protesting a firm's status as a service-disabled veteran-owned small business concern.,"For all other acquisitions, any interested party may protest the apparently successful offeror's service-disabled veteran-owned small business status.",permissions_noun_pron_deontic_verb,party may protest
19.307,Protesting a firm's status as a service-disabled veteran-owned small business concern.,"(3) If SBA does not issue its determination within 15 business days, or within any extension of time that is granted, the contracting officer may award the contract after determining in writing that there is an immediate need to award the contract and that waiting until SBA makes its determination will be disadvantageous to the government.",permissions_noun_pron_deontic_verb,officer may award
19.307,Protesting a firm's status as a service-disabled veteran-owned small business concern.,"(1) If the contracting officer has withheld contract award and SBA has determined that the protested concern is an eligible SDVOSB or dismissed all protests against the protested concern, the contracting officer may award the contract to the protested concern.",permissions_noun_pron_deontic_verb,officer may award
19.307,Protesting a firm's status as a service-disabled veteran-owned small business concern.,"If OHA subsequently overturns the SBA Director for Government Contracting's determination or dismissal, the contracting officer may apply the OHA decision to the procurement in question.",permissions_noun_pron_deontic_verb,officer may apply
19.307,Protesting a firm's status as a service-disabled veteran-owned small business concern.,"The protested SDVOSB small business concern, the protester, or the contracting officer may file appeals of protest determinations to OHA.",permissions_noun_pron_deontic_verb,officer may file
19.308,Protesting a firm's status as an economically disadvantaged women-owned small business concern or women-owned small business concern eligible under the Women-Owned Small Business Program.,"(3) If SBA does not issue its determination within 15 business days, or within any extension of time granted, the contracting officer may award the contract after determining in writing that there is an immediate need to award the contract and that waiting until SBA makes its determination will be disadvantageous to the Government.",permissions_noun_pron_deontic_verb,officer may award
19.308,Protesting a firm's status as an economically disadvantaged women-owned small business concern or women-owned small business concern eligible under the Women-Owned Small Business Program.,"(1) If the contracting officer has withheld contract award and SBA has denied or dismissed the protest, the contracting officer may award the contract to the protested concern.",permissions_noun_pron_deontic_verb,officer may award
19.308,Protesting a firm's status as an economically disadvantaged women-owned small business concern or women-owned small business concern eligible under the Women-Owned Small Business Program.,"If OHA subsequently overturns the SBA Director for Government Contracting's determination or dismissal, the contracting officer may apply the OHA decision to the procurement in question.",permissions_noun_pron_deontic_verb,officer may apply
19.308,Protesting a firm's status as an economically disadvantaged women-owned small business concern or women-owned small business concern eligible under the Women-Owned Small Business Program.,"(1) The protested EDWOSB concern or WOSB concern eligible under the WOSB program, the protester, or the contracting officer may file an appeal of a WOSB or EDWOSB status protest determination with OHA.",permissions_noun_pron_deontic_verb,officer may file
19.402,Small Business Administration procurement center representatives.,"If the SBA procurement center representative (or, if a procurement center representative is not assigned, see paragraph (a) of this section) believes that the acquisition, as proposed, makes it unlikely that small businesses can compete for the prime contract, the representative shall recommend any alternate contracting method that the representative reasonably believes will increase small business prime contracting opportunities.",permissions_noun_pron_deontic_verb,businesses can compete
19.403,Small Business Administration breakout procurement center representatives.,"The head of such center shall personally receive the briefing and report and shall, within 60 calendar days after receipt, respond, in writing, to each recommendation made by the representative.",obligations_noun_pron_deontic_adv_verb,center shall personally receive
19.501,General.,Agencies may establish threshold levels for this review depending upon their needs.,permissions_noun_pron_deontic_verb,Agencies may establish
19.502-6,Setting aside a class of acquisitions for small business.,"If there are any changes of such a material nature as to result in probable payment of more than a fair market price by the Government or in a change in the capability of small business concerns to satisfy the requirements, the contracting officer may withdraw or modify (see 19.502-9(a))",permissions_noun_pron_deontic_verb,officer may withdraw
19.502-9,Withdrawing or modifying small business set-asides.,"(a) If, before award of a contract involving a total or partial small business set-aside, the contracting officer considers that award would be detrimental to the public interest (e.g., payment of more than a fair market price), the contracting officer may withdraw the small business set-aside, whether it was unilateral or joint.",permissions_noun_pron_deontic_verb,officer may withdraw
19.502-9,Withdrawing or modifying small business set-asides.,"In a similar manner, the contracting officer may modify a unilateral or joint class small business set-aside to withdraw one or more individual acquisitions.",permissions_noun_pron_deontic_verb,officer may modify
19.503,Reserves.,"In accordance with section 1331 of the Small Business Jobs Act of 2010 (15 U.S.C. 644(r)(3)) and 13 CFR 125.2(e)(4), contracting officers may, at their discretion when conducting multiple-award procurements using full and open competition, reserve one or more contract awards for any of the small business concerns identified in 19.000(a)(3), when market research indicates— (1) A total set-aside is not feasible because there is no reasonable expectation of receiving offers that are competitive in terms of fair market prices, quality, and delivery from at least two responsible small business concerns identified in 19.000(a)(3), that can perform the entire requirement; and (2) A partial set-aside is not feasible because— (i)",permissions_noun_pron_deontic_verb,that can perform
19.504,Orders under multiple-award contracts.,"(2) When setting aside an order at or below the simplified acquisition threshold, the contracting officer may set aside the order for any of the small business concerns identified in 19.000(a)(3).",permissions_noun_pron_deontic_verb,officer may set
19.504,Orders under multiple-award contracts.,"(3) When setting aside an order above the simplified acquisition threshold, the contracting officer shall first consider setting aside the order for the small business socioeconomic contracting programs ( i.e., 8(a), HUBZone, service-disabled veteran-owned small business, and women-owned small business) before considering a small business set-aside.",obligations_noun_pron_deontic_adv_verb,officer shall first consider
19.504,Orders under multiple-award contracts.,(1) Only small business concerns awarded contracts for the portion(s) that were set aside under the solicitation for the multiple-award contract may compete for orders issued under those portion(s).,permissions_noun_pron_deontic_verb,contract may compete
19.504,Orders under multiple-award contracts.,"(2) Small business awardees may compete against other than small business awardees for an order issued under the portion of the multiple-award contract that was not set aside, if the small business received a contract award for the non-set-aside portion.",permissions_noun_pron_deontic_verb,awardees may compete
19.504,Orders under multiple-award contracts.,(1) The contracting officer may— (i) Set aside orders for any of the small business concerns identified in 19.000(a)(3) when there are two or more contract awards for that type of small business concern; or (ii) Issue orders directly to one small business concern for work that it can perform when there is only one contract award to any one type of small business concern identified in 19.000(a)(3).,permissions_noun_pron_deontic_verb,it can perform
19.504,Orders under multiple-award contracts.,(2) Small business awardees may compete against other than small business awardees for an order that is not set aside if the small business received a contract award for the supplies or services being ordered.,permissions_noun_pron_deontic_verb,awardees may compete
19.505,Limitations on subcontracting and nonmanufacturer rule.,"Contracting officers and other interested parties may request that the SBA issue a waiver of the nonmanufacturer rule, for a particular class of products.",permissions_noun_pron_deontic_verb,parties may request
19.601,General.,"(f) For the purpose of receiving a COC on an unrestricted acquisition, a small business nonmanufacturer may furnish any end item produced or manufactured in the United States or its outlying areas.",permissions_noun_pron_deontic_verb,nonmanufacturer may furnish
19.602-4,Awarding the contract.,"Where SBA issues a COC, the contracting officer may decide not to award to that offeror for reasons unrelated to responsibility.",permissions_noun_pron_deontic_verb,officer may decide
19.703,Eligibility requirements for participating in the program.,"The prime contractor may accept a subcontractor's written representations of its size and socioeconomic status as a small business, small disadvantaged business, veteran-owned small business, service-disabled veteran-owned small business, or a women-owned small business, if the subcontractor represents that the size and socioeconomic status representation with its offer are current, accurate, and complete as of the date of the offer for the subcontracts; or (ii) The prime contractor may accept a subcontractor's representation of its size and socioeconomic status as a small business, small disadvantaged business, veteran-owned small business, service-disabled veteran-owned small business, or a women-owned small business in the System for Award Management (SAM)",permissions_noun_pron_deontic_verb,contractor may accept
19.703,Eligibility requirements for participating in the program.,"(b) The contractor, the contracting officer, or any other interested party can challenge a subcontractor's size status representation by filing a protest, in accordance with 13 CFR 121.1001 through 121.1008. (c)(1)",permissions_noun_pron_deontic_verb,party can challenge
19.703,Eligibility requirements for participating in the program.,(2) A contractor acting in good faith may rely on the written representation of an ANC or an Indian tribe as to the status of the ANC or Indian tribe unless an interested party challenges its status or the contracting officer has independent reason to question its status.,permissions_noun_pron_deontic_verb,faith may rely
19.703,Eligibility requirements for participating in the program.,Other interested parties may submit information to the contracting officer or the SBA in an effort to persuade the contracting officer or the SBA to initiate a protest.,permissions_noun_pron_deontic_verb,parties may submit
19.704,Subcontracting plan requirements.,"For individual subcontracting plans only, a contracting officer may require the goals referenced in paragraph (a)(1) of this section to be calculated as a percentage of total contract dollars, in addition to the goals established as a percentage of total subcontract dollars; (3) A description of the principal types of supplies and services to be subcontracted and an identification of types of supplies or services planned for subcontracting to small business (including ANCs and Indian tribes), veteran-owned small business, service-disabled veteran-owned small business, HUBZone small business, small disadvantaged business (including ANCs and Indian tribes), and women-owned small business concerns; (4) A description of the method used to develop the subcontracting goals; (5) A description of the method used to identify potential sources for solicitation purposes; (6) A statement as to whether or not the offeror included indirect costs in establishing subcontracting goals, and a description of the method used to determine the proportionate share of indirect costs to be incurred with small business (including ANCs and Indian tribes), veteran-owned small business, service-disabled veteran-owned small business, HUBZone small business, small disadvantaged business (including ANCs and Indian tribes), and women-owned small business concerns; (7) The name of an individual employed by the offeror who will administer the offeror's subcontracting program, and a description of the duties of the individual; (8) A description of the efforts the offeror will make to ensure that small business, veteran-owned small business, service-disabled veteran-owned small business, HUBZone small business, small disadvantaged business, and women-owned small business concerns have an equitable opportunity to compete for subcontracts; (9) Assurances that the offeror will include the clause at 52.219-8, Utilization of Small Business Concerns (see 19.708(a)), in all subcontracts that offer further subcontracting opportunities, and that the offeror will require all subcontractors (except small business concerns) that receive subcontracts in excess of $700,000 ($1.5 million for construction) to adopt a plan that complies with the requirements of the clause at 52.219-9, Small Business Subcontracting Plan (see 19.708(b)); (10) Assurances that the offeror will— (i) Cooperate in any studies or surveys as may be required; (ii) Submit periodic reports so that the Government can determine the extent of compliance by the offeror with the subcontracting plan; (iii) After November 30, 2017, include subcontracting data for each order when reporting subcontracting achievements for indefinite-delivery, indefinite-quantity contracts with individual subcontracting plans where the contract is intended for use by multiple agencies; (iv) Submit the Individual Subcontract Report (ISR), and the Summary Subcontract Report (SSR) using the Electronic Subcontracting Reporting System (eSRS) ( http://www.esrs.gov ), following the instructions in the eSRS.",permissions_noun_pron_deontic_verb,Government can determine
19.704,Subcontracting plan requirements.,"When an SSR is rejected, the contractor is required to submit a revised SSR within 30 days of receiving the notice of SSR rejection; (v) Ensure that its subcontractors with subcontracting plans agree to submit the ISR and/or the SSR using the eSRS; (vi) Provide its prime contract number, its unique entity identifier , and the e-mail address of the offeror's official responsible for acknowledging receipt of or rejecting the ISRs to all first-tier subcontractors with subcontracting plans so they can enter this information into the eSRS when submitting their ISRs; and (vii) Require that each subcontractor with a subcontracting plan provide the prime contract number, its own unique entity identifier, and the e-mail address of the subcontractor's official responsible for acknowledging receipt of or rejecting the ISRs, to its subcontractors with subcontracting plans; (11) A description of the types of records that will be maintained concerning procedures adopted to comply with the requirements and goals in the plan, including establishing source lists; and a description of the offeror's efforts to locate small business, veteran-owned small business, service-disabled veteran-owned small business, HUBZone small business, small disadvantaged business, and women-owned small business concerns and to award subcontracts to them; (12) Assurances that the offeror will make a good faith effort to acquire articles, equipment, supplies, services, or materials, or obtain the performance of construction work from the small business concerns that the offeror used in preparing the bid or proposal, in the same or greater scope, amount, and quality used in preparing and submitting the bid or proposal.",permissions_noun_pron_deontic_verb,they can enter
19.704,Subcontracting plan requirements.,"(b) Contractors may establish, on a plant or division-wide basis, a master subcontractingplan (see 19.701) that contains all the elements required by the clause at 52.219-9, Small Business Subcontracting Plan, except goals.",permissions_noun_pron_deontic_verb,Contractors may establish
19.705-1,General.,"(a) The contracting officer may encourage the development of increased subcontracting opportunities in negotiated acquisition by providing monetary incentives such as payments based on actual subcontracting achievement or award-fee contracting (see the clause at 52.219-10, Incentive Subcontracting Program, and 19.708(c)).",permissions_noun_pron_deontic_verb,officer may encourage
19.705-1,General.,(2) Contracting officers placing orders may establish small business subcontracting goals for each order.,permissions_noun_pron_deontic_verb,orders may establish
19.705-2,Determining the need for a subcontracting plan.,"(b) Determine whether subcontracting possibilities exist by considering relevant factors such as— (1) Whether firms engaged in the business of furnishing the types of items to be acquired customarily contract for performance of part of the work or maintain sufficient in-house capability to perform the work; (2) Whether there are likely to be product prequalification requirements; and (3) Whether the firm can acquire any portion of the work with minimal or no disruption to performance (with consideration given to the time remaining until contract completion), and at fair market value, when a determination is made in accordance with paragraph (a)(2).",permissions_noun_pron_deontic_verb,firm can acquire
19.705-2,Determining the need for a subcontracting plan.,"(d) In solicitations for negotiated acquisitions, the contracting officer may require the submission of subcontracting plans with initial offers, or at any other time prior to award.",permissions_noun_pron_deontic_verb,officer may require
19.705-2,Determining the need for a subcontracting plan.,"However, a contracting officer may establish separate subcontracting goals for each order under an indefinite-delivery, indefinite-quantity contract (19.705-1(b)(2)).",permissions_noun_pron_deontic_verb,officer may establish
19.705-4,Reviewing the subcontracting plan.,"If the plan, although responsive, evidences the bidder's intention not to comply with its obligations under the clause at 52.219-8, Utilization of Small Business Concerns, the contracting officer may find the bidder nonresponsible.",permissions_noun_pron_deontic_verb,officer may find
19.705-7,Liquidated damages.,"For example, notwithstanding a contractor's diligent effort to identify and solicit offers from small business, veteran-owned small business, service-disabled veteran-owned small business, HUBZone small business, small disadvantaged business and women-owned small business concerns, factors such as unavailability of anticipated sources or unreasonable prices may frustrate achievement of the contractor's goals.",permissions_noun_pron_deontic_verb,prices may frustrate
19.705-7,Liquidated damages.,(g) Liquidated damages shall be in addition to any other remedies that the Government may have.,permissions_noun_pron_deontic_verb,Government may have
19.708,Contract clauses.,The contracting officer may vary the terms of the clause as specified in paragraph (c)(2) of this section.,permissions_noun_pron_deontic_verb,officer may vary
19.708,Contract clauses.,"They can take many forms, from a fully quantified schedule of payments based on actual subcontract achievement to an award-fee approach employing subjective evaluation criteria (see paragraph (c)(3) of this section).",permissions_noun_pron_deontic_verb,They can take
19.708,Contract clauses.,"(3) As specified in paragraph (c)(2) of this section, the contracting officer may include small business, veteran-owned small business, service-disabled veteran-owned small business, HUBZone small business, small disadvantaged business, and women-owned small business subcontracting as one of the factors to be considered in determining the award fee in a cost-plus-award-fee contract; in such cases, however, the contracting officer shall not use the clause at 52.219-10, Incentive Subcontracting Program.",permissions_noun_pron_deontic_verb,officer may include
19.803,Selecting acquisitions for the 8(a) program.,"(5) If construction is involved, the request shall also include the following: (i)",obligations_noun_pron_deontic_adv_verb,request shall also include
19.803,Selecting acquisitions for the 8(a) program.,"Where agencies independently, or through the self marketing efforts of an 8(a) participant, identify a requirement for the 8(a) program, they may offer on behalf of a specific 8(a) participant, for the 8(a) program in general, or for 8(a) competition.",permissions_noun_pron_deontic_verb,they may offer
19.804-2,Agency offering.,"The offering letter shall also contain the following information applicable to each prospective contract: (1) A description of the work to be performed or items to be delivered, and a copy of the statement of work, if available.",obligations_noun_pron_deontic_adv_verb,letter shall also contain
19.804-3,SBA acceptance.,"The contracting office may grant an extension of these time periods, if requested by SBA.",permissions_noun_pron_deontic_verb,office may grant
19.804-3,SBA acceptance.,"For acquisitions exceeding the simplified acquisition threshold, if SBA does not respond to an offering letter within ten working days, the contracting office may seek SBA's acceptance through the Associate Administrator for Business Development.",permissions_noun_pron_deontic_verb,office may seek
19.804-3,SBA acceptance.,The contracting office may assume that SBA has accepted the requirement into the 8(a) program if it does not receive a reply from the Associate Administrator for Business Development within five calendar days of receipt of the contracting office's request.,permissions_noun_pron_deontic_verb,office may assume
19.804-3,SBA acceptance.,"For acquisitions not exceeding the simplified acquisition threshold, when the contracting office makes an offer to the 8(a) program on behalf of a specific 8(a) participant and does not receive a reply to its offering letter within two working days, the contracting office may assume the offer is accepted and proceed with award of an 8(a) contract.",permissions_noun_pron_deontic_verb,office may assume
19.804-6,Indefinite-delivery contracts.,(b) The contracting officer may issue an order on a sole source basis when— (1) The multiple-award contract was set aside for exclusive competition among 8(a) participants; (2) The order has an estimated value less than or equal to the dollar thresholds set forth at 19.805-1(a)(2); and (3) The offering and acceptance procedures at 19.804-2 and 19.804-3 are followed.,permissions_noun_pron_deontic_verb,officer may issue
19.804-6,Indefinite-delivery contracts.,(c) The contracting officer may issue an order directly to one 8(a) contractor in accordance with 19.504(c)(1)(ii) when— (1) The multiple-award contract was reserved for 8(a) participants; (2) The order has an estimated value less than or equal to $7 million for acquisitions assigned manufacturing NAICS codes and $4 million for all other acquisitions; and (3) The offering and acceptance procedures at 19.804-2 and 19.804-3 are followed.,permissions_noun_pron_deontic_verb,officer may issue
19.804-6,Indefinite-delivery contracts.,"(d) An 8(a) contractor may continue to accept new orders under the contract, even if it exits the 8(a) program, or becomes other than small for the NAICS code(s) assigned to the contract.",permissions_noun_pron_deontic_verb,contractor may continue
19.804-6,Indefinite-delivery contracts.,"(e) Agencies may continue to take credit toward their prime contracting small disadvantaged business or small business goals for orders awarded to 8(a) contractors, even after the contractor's 8(a) program term expires, the contractor otherwise exits the 8(a) program, or the contractor becomes other than small for the NAICS code(s) assigned under the 8(a) contract.",permissions_noun_pron_deontic_verb,Agencies may continue
19.805-1,General.,The agency may include recommendations for competition below the threshold in the offering letter or by separate correspondence to the SBA Associate Administrator for Business Development.,permissions_noun_pron_deontic_verb,agency may include
19.805-2,Procedures.,(c) Any party with information questioning the eligibility of an 8(a) participant to continue participation in the 8(a) program or for the purposes of a specific 8(a) award may submit such information to the SBA in accordance with 13 CFR 124.112(c).,permissions_noun_pron_deontic_verb,award may submit
19.811-1,Sole source.,"(d) For acquisitions not exceeding the simplified acquisition threshold, the contracting officer may use the alternative procedures in paragraph (c) of this subsection with the appropriate simplified acquisition forms.",permissions_noun_pron_deontic_verb,officer may use
19.812,Contract administration.,"If the contracting officer determines that the SBA does not intend to waive the termination requirement, and termination of the contract would severely impair attainment of the agency's program objectives or mission, the contracting officer shall immediately notify the SBA in writing that the agency is requesting a waiver.",obligations_noun_pron_deontic_adv_verb,officer shall immediately notify
19.1308,Limitations on subcontracting and nonmanufacturer rule.,"Before issuing a solicitation for general construction or construction by special trade contractors, the contracting officer shall determine if at least two HUBZone small business concerns can spend at least 50 percent of the cost of contract performance to be incurred for personnel on their own employees or subcontract employees of other HUBZone small business concerns.",permissions_noun_pron_deontic_verb,concerns can spend
19.1308,Limitations on subcontracting and nonmanufacturer rule.,"If the contracting officer is unable to make this determination, the contracting officer may waive the 50 percent requirement; however, the HUBZone small business concern is still required to meet the cost incurred for personnel requirements in paragraphs (b)(3)(i) and (b)(4)(i).",permissions_noun_pron_deontic_verb,officer may waive
19.1308,Limitations on subcontracting and nonmanufacturer rule.,"For contracts and orders awarded under the HUBZone Program at or below $25,000 in total value, a HUBZone small business concern may supply the end item of any manufacturer, including a large business, as long as the product acquired is manufactured or produced in the United States.",permissions_noun_pron_deontic_verb,concern may supply
19.1405,Service-disabled veteran-owned small business set-aside procedures.,"Within 15 working days of SBA's notification to the contracting officer, SBA shall file its formal appeal with the head of the contracting activity, or that agency may consider the appeal withdrawn.",permissions_noun_pron_deontic_verb,agency may consider
19.1503,Status.,A contracting officer may accept a concern's self-certification as accurate for a specific procurement reserved for award under this subpart if— (i) The apparent successful WOSB eligible under the WOSB Program or EDWOSB offeror provided the required documents; (ii) There has been no protest or other credible information that calls into question the concern's eligibility as an EDWOSB concern or WOSB concern eligible under the WOSB Program; and (iii) There has been no decision issued by SBA as a result of a current eligibility examination finding the concern did not qualify as an EDWOSB concern or WOSB concern eligible under the WOSB Program at the time it submitted its initial offer.,permissions_noun_pron_deontic_verb,officer may accept
19.1503,Status.,"(e) If there is a decision issued by SBA as a result of a current eligibility examination finding that the concern did not qualify as an EDWOSB concern or WOSB concern eligible under the WOSB Program, the contracting officer may terminate the contract, and shall not exercise any option nor award further task or delivery orders.",permissions_noun_pron_deontic_verb,officer may terminate
19.1505,Set-aside procedures.,"(b) For requirements in NAICS codes designated by SBA as underrepresented, a contracting officer may restrict competition to EDWOSB concerns if the contracting officer has a reasonable expectation based on market research that— (1) Two or more EDWOSB concerns will submit offers for the contract; and (2) Contract award will be made at a fair and reasonable price.",permissions_noun_pron_deontic_verb,officer may restrict
19.1505,Set-aside procedures.,"(c) A contracting officer may restrict competition to WOSB concerns eligible under the WOSB Program (including EDWOSB concerns), for requirements in NAICS codes designated by SBA as substantially underrepresented if there is a reasonable expectation based on market research that— (1) Two or more WOSB concerns eligible under the WOSB Program (including EDWOSB concerns), will submit offers; and (2) Contract award may be made at a fair and reasonable price.",permissions_noun_pron_deontic_verb,officer may restrict
19.1505,Set-aside procedures.,"(d) The contracting officer may make an award, if only one acceptable offer is received from a qualified EDWOSB concern or WOSB concern eligible under the WOSB Program.",permissions_noun_pron_deontic_verb,officer may make
22.101-1,General.,(e) The head of the contracting activity may designate programs or requirements for which it is necessary that contractors be required to notify the Government of actual or potential labor disputes that are delaying or threaten to delay the timely contract performance (see 22.103-5(a)).,permissions_noun_pron_deontic_verb,activity may designate
22.101-2,Contract pricing and administration.,(b) Labor disputes may cause work stoppages that delay the performance of Government contracts.,permissions_noun_pron_deontic_verb,disputes may cause
22.101-2,Contract pricing and administration.,"Certain costs may increase because of strikes; e.g., guard services and attorney's fees.",permissions_noun_pron_deontic_verb,costs may increase
22.101-3,Reporting labor disputes.,"The office administering the contract shall report, in accordance with agency procedures, any potential or actual labor disputes that may interfere with performing any contracts under its cognizance.",permissions_noun_pron_deontic_verb,that may interfere
22.101-3,Reporting labor disputes.,"If a contract contains the clause at 52.222-1, Notice to the Government of Labor Disputes, the contractor also must report any actual or potential dispute that may delay contract performance.",permissions_noun_pron_deontic_verb,that may delay
22.103-3,Procedures.,(a) Solicitations normally shall not specify delivery or performance schedules that may require overtime at Government expense.,permissions_noun_pron_deontic_verb,that may require
22.103-4,Approvals.,"(h) When the use of overtime is authorized under a contract, the office administering the contract and the auditor should periodically review the use of overtime to ensure that it is allowable in accordance with the criteria in part 31.",obligations_noun_pron_deontic_adv_verb,auditor should periodically review
22.300,Scope of subpart.,"This subpart prescribes policies and procedures for applying the requirements of 40 U.S.C. chapter 37, Contract Work Hours and Safety Standards (the statute) to contracts that may require or involve laborers or mechanics.",permissions_noun_pron_deontic_verb,that may require
22.305,Contract clause.,"Insert the clause at 52.222-4, Contract Work Hours and Safety Standards—Overtime Compensation, in solicitations and contracts (including, for this purpose, basic ordering agreements) when the contract may require or involve the employment of laborers or mechanics.",permissions_noun_pron_deontic_verb,contract may require
22.403-6,Department of Labor regulations involving construction.,"(b) The Department of Labor regulations include— (1) Part 1, relating to Construction Wage Rate Requirements statute minimum wage rates; (2) Part 3, relating to the Copeland (Anti-Kickback) Act and requirements for submission of weekly statements of compliance and the preservation and inspection of weekly payroll records; (3) Part 5, relating to enforcement of the— (i) Construction Wage Rate Requirements statute; (ii) Contract Work Hours and Safety Standards statute; and (iii) Copeland (Anti-Kickback) Act; (4) Part 6, relating to rules of practice for appealing the findings of the Administrator, Wage and Hour Division, in enforcement cases under the various labor statutes, and by which Administrative Law Judge hearings are held; (5) Part 7, relating to rules of practice by which contractors and other interested parties may appeal to the Department of Labor Administrative Review Board, decisions issued by the Administrator, Wage and Hour Division, or administrative law judges under the various labor statutes; (6) Part 10, relating to establishing a minimum wage for Federal contractors; and (7) Part 13, relating to establishing paid sick leave for Federal contractors.",permissions_noun_pron_deontic_verb,parties may appeal
22.404-3,Procedures for requesting wage determinations.,"If there is a general wage determination on the WDOL website applicable to the project, the agency may use it without notifying the Department of Labor.",permissions_noun_pron_deontic_verb,agency may use
22.404-3,Procedures for requesting wage determinations.,(2) Agencies should promptly submit to the Department of Labor an offeror's request for a project wage determination for a secondary site of the work.,obligations_noun_pron_deontic_adv_verb,Agencies should promptly submit
22.404-4,Solicitations issued without wage determinations for the primary site of the work.,"(c) In negotiated acquisitions, the contracting officer may open proposals and conduct negotiations before obtaining the wage determination for the primary site of the work.",permissions_noun_pron_deontic_verb,officer may open
22.404-5,Expiration of project wage determinations.,"(b) The following procedure applies when contracting by sealed bidding: (1) If a project wage determination for the primary site of the work expires before bid opening, or if it appears before bid opening that a project wage determination may expire before award, the contracting officer shall request a new determination early enough to ensure its receipt before bid opening.",permissions_noun_pron_deontic_verb,determination may expire
22.404-5,Expiration of project wage determinations.,"If the new determination for the primary site of the work changes any wage rates for classifications to be used in the contract, the contracting officer may cancel the solicitation only in accordance with 14.404-1.",permissions_noun_pron_deontic_verb,officer may cancel
22.404-5,Expiration of project wage determinations.,The contracting officer shall equitably adjust the contract price for any increased or decreased cost of performance resulting from any changed wage rates.,obligations_noun_pron_deontic_adv_verb,officer shall equitably adjust
22.404-6,Modifications of wage determinations.,"(Note the distinction between receipt by the agency (modification is effective) and receipt by the contracting officer, which may occur later.)",permissions_noun_pron_deontic_verb,which may occur
22.404-6,Modifications of wage determinations.,An agency head may request such an extension from the Administrator.,permissions_noun_pron_deontic_verb,head may request
22.404-9,Award of contract without required wage determination.,"If a required wage determination (valid determination in effect on the date of award) is not available, the contracting officer shall expeditiously request a wage determination from the Department of Labor, including a statement explaining the crcumstances and giving the date of the contract award.",obligations_noun_pron_deontic_adv_verb,officer shall expeditiously request
22.404-10,Posting wage determinations and notice.,"The name, address, and telephone number of the Government officer responsible for the administration of the contract shall be indicated in the poster to inform workers to whom they may submit complaints or raise questions concerning labor standards.",permissions_noun_pron_deontic_verb,they may submit
22.404-11,Wage determination appeals.,A contracting agency or other interested party may file a petition for review under the procedures in 29 CFR Part 7 if reconsideration by the Administrator has been sought pursuant to 29 CFR 1.8 and denied.,permissions_noun_pron_deontic_verb,party may file
22.404-12,Labor standards for contracts containing construction requirements and option provisions that extend the term of the contract.,"(c) The contracting officer must include in fixed-price contracts a clause that specifies one of the following methods, suitable to the interest of the Government, to provide an allowance for any increases or decreases in labor costs that result from the inclusion of the current wage determination at the exercise of an option to extend the term of the contract: (1) The contracting officer may provide the offerors the opportunity to bid or propose separate prices for each option period.",permissions_noun_pron_deontic_verb,officer may provide
22.404-12,Labor standards for contracts containing construction requirements and option provisions that extend the term of the contract.,(2) The contracting officer may include in the contract a separately specified pricing method that permits an adjustment to the contract price or contract labor unit price at the exercise of each option to extend the term of the contract.,permissions_noun_pron_deontic_verb,officer may include
22.404-12,Labor standards for contracts containing construction requirements and option provisions that extend the term of the contract.,(3) The contracting officer may provide for a contract price adjustment based solely on a percentage rate determined by the contracting officer using a published economic indicator incorporated into the solicitation and resulting contract.,permissions_noun_pron_deontic_verb,officer may provide
22.404-12,Labor standards for contracts containing construction requirements and option provisions that extend the term of the contract.,"(4) The contracting officer may provide a computation method to adjust the contract price to reflect the contractor's actual increase or decrease in wages and fringe benefits (combined) to the extent that the increase is made to comply with, or the decrease is voluntarily made by the contractor as a result of incorporation of, a new or revised wage determination at the exercise of the option to extend the term of the contract.",permissions_noun_pron_deontic_verb,officer may provide
22.406-2,"Wages, fringe benefits, and overtime.","(a) In computing wages paid to a laborer or mechanic, the contractor may include only the following items: (1) Amounts paid in cash to the laborer or mechanic, or deducted from payments under the conditions set forth in 29 CFR 3.5.",permissions_noun_pron_deontic_verb,contractor may include
22.406-2,"Wages, fringe benefits, and overtime.","The contractor may satisfy the obligation under the clause at 52.222-6, Construction Wage Rate Requirements, by providing wages consisting of any combination of contributions or costs as specified in paragraph (a) of this subsection, if the total cost of the combination is not less than the total of the basic hourly rate and fringe benefits payments prescribed in the wage determination for the classification of laborer or mechanic concerned.",permissions_noun_pron_deontic_verb,contractor may satisfy
22.406-2,"Wages, fringe benefits, and overtime.",(2) Wages provided by the contractor and fringe benefits payments required by the wage determination may include items that are not stated as exact cash amounts.,permissions_noun_pron_deontic_verb,determination may include
22.406-6,Payrolls and statements.,"The contractor may use the Department of Labor Form WH-347, Payroll (For Contractor's Optional Use), or a similar form that provides the same data and identical representation.",permissions_noun_pron_deontic_verb,contractor may use
22.406-6,Payrolls and statements.,"Contractor payroll records in the Government's possession must be carefully protected from any public disclosure which is not required by law, since payroll records may contain information in which the contractor's employees have a privacy interest, as well as information in which the contractor may have a proprietary interest that the Government may be obliged to protect.",permissions_noun_pron_deontic_verb,contractor may have
